round,Centralized,model,c_loss,c_accuracy,c_recall,c_precision,c_f1_score
1,Centralized,VGG16,0.13822748358249665,0.0328,0.005236978356568691,0.0328,0.006417718051583618
2,Centralized,VGG16,0.1302632063150406,0.0645,0.031335081437409304,0.06450000000000002,0.03199092034210193
3,Centralized,VGG16,0.11857286026477813,0.1075,0.10087551151965667,0.10750000000000001,0.0739768394814627
4,Centralized,VGG16,0.10627410566806793,0.1735,0.1585217940149633,0.17350000000000002,0.13557547502138323
5,Centralized,VGG16,0.10105328707695008,0.2056,0.21708419232512394,0.20560000000000003,0.17492502727685483
6,Centralized,VGG16,0.09629648678302764,0.2348,0.2457185628804872,0.23479999999999998,0.20335781954484117
7,Centralized,VGG16,0.10137129509449005,0.2236,0.29562615905663914,0.2236,0.21105665760243686
8,Centralized,VGG16,0.09226175243854523,0.2569,0.3092339793525487,0.2569,0.2395829056366664
9,Centralized,VGG16,0.08650355569124221,0.3022,0.3551685552374817,0.3022,0.2937000680032429
10,Centralized,VGG16,0.08747232053279877,0.3098,0.35755129080537107,0.3098,0.2955660360536401
11,Centralized,VGG16,0.07789161651134491,0.3649,0.3877051420172705,0.36489999999999995,0.3474602020651675
12,Centralized,VGG16,0.08015187206268311,0.3667,0.4100499410695223,0.3667000000000001,0.36140026705774664
13,Centralized,VGG16,0.07660807721614837,0.3947,0.4253987813920452,0.39469999999999994,0.3894054904942359
14,Centralized,VGG16,0.08333342710733414,0.3741,0.43032194135438007,0.3741,0.3681068263055936
15,Centralized,VGG16,0.08248807257413864,0.4053,0.43310966285938834,0.4053,0.40058291862746664
16,Centralized,VGG16,0.08475603177547456,0.3976,0.42104075023114873,0.39760000000000006,0.3953097431531352
17,Centralized,VGG16,0.0885379949092865,0.3946,0.4402765231602461,0.39459999999999995,0.40182486207681806
18,Centralized,VGG16,0.08848697205781937,0.3993,0.430008450643222,0.3993,0.3989368417060302
19,Centralized,VGG16,0.09718915107250213,0.4025,0.4303589122280421,0.4025000000000001,0.39751203336662905
20,Centralized,VGG16,0.08893196849822999,0.4021,0.4285834349230846,0.40210000000000007,0.4027727650661753
21,Centralized,VGG16,0.0977531712770462,0.4039,0.4248939435578824,0.4039,0.40236747171261683
22,Centralized,VGG16,0.10011479592323304,0.3961,0.4340982131349701,0.3961,0.3974921925138081
23,Centralized,VGG16,0.09945559414625167,0.4062,0.4287692132009057,0.40619999999999995,0.4087515900196639
24,Centralized,VGG16,0.10901542055606842,0.3839,0.4158408838091991,0.3839,0.3813860006692123
25,Centralized,VGG16,0.10236212277412414,0.4108,0.4303266119943507,0.41080000000000005,0.40937546287619325
26,Centralized,VGG16,0.1072913017988205,0.4118,0.43625950441716294,0.4118,0.4135882746946117
27,Centralized,VGG16,0.10406816192865372,0.4118,0.43874128548170566,0.4118,0.4113322620606873
28,Centralized,VGG16,0.11558068222999572,0.3978,0.43024766130202335,0.3978,0.3945951458528445
29,Centralized,VGG16,0.10842540038824082,0.4045,0.4247194792606235,0.40449999999999997,0.4042993685391705
30,Centralized,VGG16,0.1102259978890419,0.4098,0.44095104807724,0.40980000000000005,0.41072048754940593
31,Centralized,VGG16,0.1117207908153534,0.4076,0.44065929334594633,0.4076000000000001,0.4089259756227945
32,Centralized,VGG16,0.10974949827194214,0.4295,0.44189451712617756,0.42950000000000005,0.4277778586805113
33,Centralized,VGG16,0.1107567927479744,0.4159,0.4442620260922172,0.41590000000000005,0.41834622275032735
34,Centralized,VGG16,0.11487429713010788,0.4166,0.4474663635342685,0.41659999999999997,0.4213676988923678
35,Centralized,VGG16,0.10879844465255738,0.4312,0.43960376527300604,0.4312,0.42975353751394785
36,Centralized,VGG16,0.11576733152866364,0.4167,0.4314586835974988,0.4167,0.4146962585229907
37,Centralized,VGG16,0.1119764025092125,0.4157,0.4378285636531951,0.4157,0.41555041219834865
38,Centralized,VGG16,0.12083266263008118,0.4314,0.4511835856443844,0.4314,0.43322758040705117
39,Centralized,VGG16,0.1199260389328003,0.4176,0.4493662635015127,0.41759999999999997,0.4179670079962885
40,Centralized,VGG16,0.11085727367401123,0.4263,0.44155421374753223,0.42629999999999996,0.4252105743973333
41,Centralized,VGG16,0.12044079287052155,0.4236,0.45053167173702213,0.4235999999999999,0.4266914111567395
42,Centralized,VGG16,0.11461251595020294,0.4397,0.44582481719601114,0.4397,0.4384587760913928
43,Centralized,VGG16,0.11369028424024583,0.4219,0.43990564227331336,0.4219,0.4235403694090638
44,Centralized,VGG16,0.11316241493225097,0.4316,0.4461872582189113,0.4316,0.43153423731020946
45,Centralized,VGG16,0.12291369919776916,0.4299,0.44319038018334583,0.4299,0.43085148969545123
46,Centralized,VGG16,0.1133731941461563,0.4324,0.4519307694143546,0.4324,0.43590631272195013
47,Centralized,VGG16,0.11979740346670151,0.4259,0.45224664263252173,0.42590000000000006,0.43038133258883343
48,Centralized,VGG16,0.11433509672880172,0.441,0.45309986596368057,0.441,0.4400371534928083
49,Centralized,VGG16,0.11157998331785202,0.4345,0.44293020014191925,0.43450000000000005,0.4326107320293746
50,Centralized,VGG16,0.12371158056259156,0.4382,0.46054383140378063,0.4381999999999999,0.4420005344517829
51,Centralized,VGG16,0.10922863951921463,0.4322,0.4517155694159956,0.4322,0.4341803263695905
52,Centralized,VGG16,0.1189189597606659,0.4349,0.4454259663178734,0.4349,0.4334734337652663
53,Centralized,VGG16,0.1211406310915947,0.4336,0.45406972140564134,0.43359999999999993,0.4361177366084113
54,Centralized,VGG16,0.12366248134374619,0.4282,0.45078310394772214,0.4282,0.4280145758462013
55,Centralized,VGG16,0.117530566239357,0.4313,0.4485501855157167,0.4313,0.43297292639575263
56,Centralized,VGG16,0.11752776622772217,0.4424,0.4536141264284379,0.44240000000000007,0.4425524812917493
57,Centralized,VGG16,0.12414131593704224,0.4263,0.4602944143466946,0.42629999999999996,0.4325639681954355
58,Centralized,VGG16,0.13690184738636016,0.3919,0.4383137498697037,0.3919,0.3919465606056835
59,Centralized,VGG16,0.11249905383586883,0.435,0.44308254598087926,0.435,0.43308043040909333
60,Centralized,VGG16,0.113787739777565,0.4324,0.44842022187068237,0.43239999999999995,0.43260829564968845
61,Centralized,VGG16,0.11793869931697845,0.4272,0.4432837913990053,0.42719999999999997,0.42482475365805383
62,Centralized,VGG16,0.12412448534965514,0.4278,0.4447998714239055,0.42779999999999996,0.42679697698604613
63,Centralized,VGG16,0.11840178331136704,0.4327,0.44845490207620686,0.43270000000000003,0.43389759467285666
64,Centralized,VGG16,0.11704625533819199,0.4392,0.4523512358225876,0.43920000000000003,0.4404354680553068
65,Centralized,VGG16,0.11802952481508255,0.4401,0.4511062296599296,0.44010000000000005,0.43910876667373794
66,Centralized,VGG16,0.10760999430418014,0.4276,0.44205635343157207,0.42760000000000004,0.42707418592584867
67,Centralized,VGG16,0.1194724489569664,0.4378,0.456502552080407,0.4378,0.43944226866568864
68,Centralized,VGG16,0.1172612419962883,0.4396,0.45380748162687795,0.4396,0.4411710571608075
69,Centralized,VGG16,0.125155080139637,0.4298,0.4512557984887379,0.42979999999999996,0.43126511300797665
70,Centralized,VGG16,0.12154391129016877,0.4287,0.4480073050009212,0.42869999999999997,0.4315004141035063
71,Centralized,VGG16,0.12047215456962586,0.4274,0.44772031333978873,0.4274000000000001,0.4283038465053454
72,Centralized,VGG16,0.11507462307214737,0.4279,0.4476622417901919,0.4279,0.42965792781038564
73,Centralized,VGG16,0.11945202250480652,0.4316,0.45035050111321995,0.43160000000000004,0.4346688894696268
74,Centralized,VGG16,0.12069838157892228,0.4353,0.4567113890921909,0.4353,0.4382174865100723
75,Centralized,VGG16,0.11645153758525849,0.4347,0.4479555020011879,0.4346999999999999,0.436138602186603
76,Centralized,VGG16,0.11527879836559296,0.4338,0.4534668742382981,0.4338,0.43738027029486787
77,Centralized,VGG16,0.12166401052474976,0.433,0.45209282850657423,0.43300000000000005,0.4365298187158952
78,Centralized,VGG16,0.12354893317222596,0.4322,0.4438663079395864,0.4322,0.4325751031954061
79,Centralized,VGG16,0.11877969924211502,0.4365,0.455493387091201,0.43650000000000005,0.43819815006418916
80,Centralized,VGG16,0.12087360273599625,0.4323,0.4490157812379633,0.43229999999999996,0.4312692578739499
81,Centralized,VGG16,0.11717983992099762,0.4313,0.4325754413253625,0.4313,0.4260000048334701
82,Centralized,VGG16,0.1261229548215866,0.4405,0.45298253494535823,0.44050000000000006,0.4399233411137263
83,Centralized,VGG16,0.12273583271503448,0.4333,0.4612547011585434,0.4333000000000001,0.4398200653593313
84,Centralized,VGG16,0.1190124119758606,0.4341,0.45672288102604397,0.43410000000000004,0.43790618939614645
85,Centralized,VGG16,0.1255877425789833,0.4311,0.4549901650864612,0.4310999999999999,0.4297701902666385
86,Centralized,VGG16,0.11696902273893356,0.4369,0.45125418999831773,0.43690000000000007,0.43589862319798894
87,Centralized,VGG16,0.13086070148944856,0.4298,0.44397472249759473,0.4297999999999999,0.4293371936345729
88,Centralized,VGG16,0.11807650518417358,0.4421,0.4503927053570098,0.4421,0.4400824756221886
89,Centralized,VGG16,0.11312954038381577,0.4265,0.43957797973357077,0.4265,0.4270001389752245
90,Centralized,VGG16,0.11546426529884338,0.437,0.4448318445983229,0.4370000000000001,0.43412385537269294
91,Centralized,VGG16,0.13156607848405838,0.4288,0.4469604991119567,0.42879999999999996,0.4311197324769756
92,Centralized,VGG16,0.11524406750202179,0.4418,0.4539714409889119,0.44179999999999997,0.44324761615374153
93,Centralized,VGG16,0.11282501418590546,0.4392,0.4516119154546835,0.43920000000000003,0.43851886779429045
94,Centralized,VGG16,0.13252115728855132,0.436,0.4540565030757182,0.436,0.43572183750747207
95,Centralized,VGG16,0.11722917358875275,0.4343,0.45089542313697417,0.4343,0.4364439233300555
96,Centralized,VGG16,0.11687310670614243,0.4331,0.4447503500211738,0.43310000000000004,0.43376176990274323
97,Centralized,VGG16,0.12240621806383133,0.4311,0.4445552209780162,0.4311,0.43099085068064363
98,Centralized,VGG16,0.11344048833847045,0.4421,0.44053460971154285,0.4421,0.43451159815941315
99,Centralized,VGG16,0.12208526027202606,0.4228,0.4501051438197696,0.4228,0.4244633504497108
100,Centralized,VGG16,0.11893260636329651,0.4404,0.44571808713569605,0.4404,0.43692017285650026
